setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
0.244856 -0.244825 -0.111425 0.111456 -0.0924097 0.092427 0.22362 -0.223603 0.0889303
0.25654 -0.256509 -0.123109 0.12314 -0.0854308 0.0854483 0.216686 -0.216668 0.0889213
0.268104 -0.268074 -0.134674 0.134704 -0.0783602 0.0783779 0.209659 -0.209641 0.0888987
0.279541 -0.279511 -0.146111 0.146141 -0.0712023 0.0712201 0.202544 -0.202526 0.0888683
0.290843 -0.290813 -0.157413 0.157443 -0.0639615 0.0639794 0.195345 -0.195326 0.0888199
0.302004 -0.301974 -0.168574 0.168604 -0.0566423 0.0566604 0.188066 -0.188048 0.0887611
0.313016 -0.312987 -0.179587 0.179616 -0.0492493 0.0492674 0.180713 -0.180695 0.0886918
0.323872 -0.323844 -0.190444 0.190472 -0.041787 0.0418052 0.17329 -0.173272 0.088616
0.334566 -0.334539 -0.201139 0.201166 -0.03426 0.0342783 0.165802 -0.165783 0.0885334
0.345091 -0.345064 -0.211664 0.211691 -0.0266731 0.0266915 0.158253 -0.158234 0.0884375
0.355441 -0.355414 -0.222014 0.222041 -0.019031 0.0190494 0.150648 -0.150629 0.088331
0.365607 -0.365581 -0.232181 0.232207 -0.0113384 0.0113568 0.142991 -0.142972 0.0882112
0.375585 -0.375559 -0.242159 0.242185 -0.00360003 0.0036185 0.135288 -0.135269 0.0880852
0.385368 -0.385343 -0.251943 0.251968 0.0041792 -0.00416071 0.127544 -0.127525 0.0879524
0.39495 -0.394925 -0.261525 0.26155 0.0119945 -0.011976 0.119763 -0.119744 0.0878144
0.404324 -0.4043 -0.2709 0.270924 0.0198409 -0.0198224 0.111949 -0.11193 0.0876712
0.413485 -0.413461 -0.280061 0.280085 0.0277137 -0.0276952 0.104109 -0.10409 0.0875175
0.422427 -0.422404 -0.289004 0.289027 0.0356078 -0.0355894 0.0962472 -0.0962284 0.087359
