setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
0.272438 -0.272415 -0.139015 0.139038 0.236077 -0.236053 -0.102653 0.102677 0
0.280993 -0.280971 -0.147571 0.147593 0.24506 -0.245036 -0.111636 0.11166 0
0.289413 -0.289391 -0.155991 0.156013 0.253931 -0.253907 -0.120507 0.120531 0
0.297692 -0.297671 -0.164271 0.164292 0.262683 -0.26266 -0.12926 0.129283 0
0.305826 -0.305805 -0.172405 0.172426 0.271311 -0.271289 -0.137889 0.137911 0
0.313808 -0.313787 -0.180387 0.180408 0.279811 -0.279789 -0.146389 0.146411 0
0.321635 -0.321614 -0.188214 0.188235 0.288175 -0.288154 -0.154754 0.154775 0
0.3293 -0.32928 -0.19588 0.1959 0.2964 -0.296379 -0.162979 0.163 0
0.336799 -0.33678 -0.20338 0.203399 0.30448 -0.304459 -0.171059 0.17108 0
0.344128 -0.344109 -0.210709 0.210728 0.31241 -0.312389 -0.178989 0.17901 0
0.351282 -0.351263 -0.217863 0.217882 0.320184 -0.320164 -0.186764 0.186784 0
0.358256 -0.358237 -0.224837 0.224856 0.327798 -0.327778 -0.194378 0.194398 0
0.365045 -0.365028 -0.231628 0.231645 0.335248 -0.335228 -0.201828 0.201848 0
0.371647 -0.371629 -0.238229 0.238247 0.342527 -0.342508 -0.209108 0.209127 0
0.378055 -0.378039 -0.244639 0.244655 0.349633 -0.349614 -0.216214 0.216233 0
0.384267 -0.384251 -0.250851 0.250867 0.35656 -0.356542 -0.223142 0.22316 0
0.390279 -0.390263 -0.256863 0.256879 0.363304 -0.363286 -0.229886 0.229904 0
0.396086 -0.396071 -0.262671 0.262686 0.36986 -0.369843 -0.236443 0.23646 0
0.401685 -0.40167 -0.26827 0.268285 0.376225 -0.376209 -0.242808 0.242825 0
0.407072 -0.407059 -0.273659 0.273672 0.382394 -0.382378 -0.248978 0.248994 0
0.412245 -0.412232 -0.278832 0.278845 0.388365 -0.388349 -0.254949 0.254965 0
0.417199 -0.417186 -0.283786 0.283799 0.394131 -0.394117 -0.260717 0.260731 0
0.421932 -0.42192 -0.28852 0.288532 0.399692 -0.399677 -0.266277 0.266292 0
0.426441 -0.426429 -0.293029 0.293041 0.405041 -0.405028 -0.271628 0.271641 0
0.430722 -0.430711 -0.297311 0.297322 0.410177 -0.410164 -0.276764 0.276777 0
0.434773 -0.434763 -0.301363 0.301373 0.415097 -0.415084 -0.281684 0.281697 0
0.438592 -0.438583 -0.305183 0.305192 0.419796 -0.419784 -0.286384 0.286396 0
0.442176 -0.442167 -0.308767 0.308776 0.424272 -0.42426 -0.29086 0.290872 0
0.445523 -0.445515 -0.312115 0.312123 0.428522 -0.428511 -0.295111 0.295122 0
0.448631 -0.448623 -0.315223 0.315231 0.432544 -0.432534 -0.299134 0.299144 0
0.451497 -0.45149 -0.31809 0.318097 0.436335 -0.436325 -0.302925 0.302935 0
0.454121 -0.454114 -0.320714 0.320721 0.439892 -0.439883 -0.306483 0.306492 0
0.456499 -0.456493 -0.323093 0.323099 0.443213 -0.443205 -0.309805 0.309813 0
0.458632 -0.458626 -0.325226 0.325232 0.446297 -0.446289 -0.312889 0.312897 0
0.460517 -0.460512 -0.327112 0.327117 0.449141 -0.449134 -0.315734 0.315741 0
0.462153 -0.462149 -0.328749 0.328753 0.451743 -0.451737 -0.318337 0.318343 0
0.463539 -0.463536 -0.330136 0.330139 0.454103 -0.454097 -0.320697 0.320703 0
0.464675 -0.464673 -0.331273 0.331275 0.456217 -0.456212 -0.322812 0.322817 0
