distance x y z pitch roll
0.0835468 0.091095 0.123879 0.0417712 -17.9805 -19.6275
0.0834506 0.0911282 0.12383 0.0418206 -17.9453 -19.5719
0.0833397 0.0911547 0.123786 0.0418606 -17.9097 -19.4988
0.0832152 0.0911758 0.123746 0.0418917 -17.8703 -19.4148
0.0830996 0.0911851 0.12369 0.0419028 -17.8146 -19.3333
0.082968 0.0911878 0.123641 0.0419042 -17.76 -19.2325
0.0828379 0.0911797 0.123581 0.0418873 -17.6939 -19.129
0.0826912 0.0911657 0.123528 0.0418606 -17.6283 -19.0074
0.0825292 0.0911468 0.123478 0.0418252 -17.5592 -18.8745
0.0823833 0.0911156 0.123407 0.0417675 -17.4702 -18.7487
0.0822236 0.0910754 0.123341 0.0416978 -17.3826 -18.6028
0.0820456 0.0910287 0.12328 0.0416188 -17.2957 -18.4417
0.0818722 0.09097 0.123207 0.0415216 -17.1956 -18.281
0.0816807 0.0909036 0.123141 0.0414145 -17.098 -18.1008
0.081473 0.0908305 0.123079 0.0412983 -16.9986 -17.9088
0.0812662 0.0907455 0.123006 0.0411653 -16.8882 -17.7148
0.0810439 0.0906524 0.122938 0.0410225 -16.7781 -17.5048
0.0808072 0.0905516 0.122873 0.0408705 -16.6654 -17.2844
0.0805647 0.0904405 0.122803 0.0407056 -16.5457 -17.0587
0.0803095 0.0903206 0.122735 0.040531 -16.424 -16.8215
0.0800458 0.0901907 0.122665 0.0403445 -16.298 -16.5769
0.0797708 0.0900514 0.122596 0.0401477 -16.1697 -16.3224
0.0794914 0.0899006 0.122522 0.039937 -16.0359 -16.0624
0.0792013 0.0897396 0.122451 0.0397152 -15.9009 -15.7917
0.0789076 0.0895663 0.122375 0.0394786 -15.761 -15.5155
0.0786036 0.0893823 0.122302 0.03923 -15.6202 -15.2285
0.0782964 0.0891857 0.122224 0.0389658 -15.4742 -14.9362
0.0779779 0.0889788 0.122148 0.0386892 -15.3274 -14.6327
0.0776501 0.088764 0.122074 0.0383992 -15.1747 -14.3199
0.0773232 0.0885371 0.121991 0.0380908 -15.013 -14.0041
0.0769855 0.0882991 0.12191 0.0377688 -14.8512 -13.6763
0.0766356 0.0880507 0.121829 0.0374347 -14.6892 -13.3389
0.0762842 0.0877893 0.121739 0.0370845 -14.5217 -12.9984
0.0759204 0.0875169 0.12165 0.0367233 -14.3559 -12.6464
0.0755524 0.087232 0.121554 0.0363482 -14.1867 -12.2904
0.0751723 0.0869362 0.121457 0.0359635 -14.019 -11.9245
0.0747892 0.0866279 0.121353 0.0355661 -13.8476 -11.556
0.0743942 0.0863087 0.121248 0.0351607 -13.6781 -11.1784
0.0739883 0.0859794 0.121139 0.0347488 -13.5089 -10.7954
0.0735836 0.085637 0.121018 0.0343257 -13.3338 -10.4136
0.0731677 0.0852837 0.120896 0.033897 -13.1614 -10.0234
0.0727415 0.0849203 0.120771 0.0334641 -12.9896 -9.62913
0.072316 0.0845443 0.120633 0.033023 -12.8127 -9.23705
0.0718804 0.0841576 0.120493 0.0325782 -12.6381 -8.83864
0.0714417 0.0837591 0.120345 0.0321276 -12.4609 -8.44079
0.0709939 0.0833503 0.120194 0.0316748 -12.2852 -8.03881
0.0705375 0.0829317 0.120038 0.0312211 -12.1093 -7.63573
0.0700835 0.0825012 0.119868 0.0307625 -11.9274 -7.23771
0.0696206 0.08206 0.119696 0.0303036 -11.7476 -6.83557
