distance x y z pitch roll
0.126667 0.128316 0.118616 -0.00114295 -1.17751 -1.0019
0.12701 0.128655 0.118626 -0.00102283 -1.0422 -1.05079
0.127352 0.128993 0.118616 -0.0009012 -0.906777 -1.11159
0.12769 0.129325 0.118667 -0.000758216 -0.802706 -1.17828
0.128029 0.12966 0.118774 -0.000614259 -0.707926 -1.23818
0.128374 0.130001 0.118884 -0.000492988 -0.596768 -1.29088
0.128732 0.130354 0.119039 -0.000346321 -0.517644 -1.35832
0.129094 0.130711 0.119245 -0.000200036 -0.449843 -1.4184
0.12947 0.131082 0.11948 -5.29436e-05 -0.383388 -1.47825
0.12986 0.131469 0.119718 7.11943e-05 -0.304164 -1.53011
0.130264 0.131868 0.119985 0.000215663 -0.248977 -1.5928
0.13067 0.132269 0.120286 0.00036322 -0.202031 -1.65114
0.131086 0.13268 0.120607 0.000513588 -0.156386 -1.71004
0.131516 0.133105 0.120942 0.000665019 -0.110428 -1.76879
0.131961 0.133545 0.121287 0.000815931 -0.064459 -1.82667
0.132422 0.134001 0.12164 0.000965344 -0.0193817 -1.88324
0.132897 0.134472 0.122002 0.00111287 0.0238464 -1.93837
0.133387 0.134957 0.122369 0.00125855 0.0644033 -1.99211
0.13389 0.135455 0.122743 0.00140275 0.101643 -2.04463
0.134404 0.135965 0.123122 0.00154613 0.134995 -2.09629
0.134928 0.136484 0.123506 0.00168958 0.164054 -2.1475
0.135461 0.137013 0.123894 0.00183378 0.188743 -2.19857
0.136003 0.13755 0.124284 0.00197924 0.209183 -2.24971
0.136553 0.138095 0.124677 0.00212625 0.225658 -2.30106
0.13711 0.138647 0.125072 0.00227505 0.238521 -2.35273
0.137674 0.139206 0.125466 0.00242575 0.248105 -2.40479
0.138246 0.139773 0.125859 0.00257837 0.254705 -2.45728
0.138825 0.140347 0.12625 0.00273292 0.258571 -2.5102
0.139411 0.140928 0.126638 0.00288934 0.259923 -2.56357
0.140005 0.141516 0.127021 0.00304755 0.258956 -2.61738
0.140605 0.142112 0.127399 0.00320749 0.255853 -2.67161
0.141213 0.142714 0.12777 0.00336909 0.250782 -2.72626
0.141829 0.143324 0.128132 0.00353228 0.243897 -2.78132
0.142451 0.143941 0.128486 0.00369698 0.235345 -2.83681
0.14308 0.144565 0.128829 0.00386315 0.225266 -2.89273
0.143716 0.145195 0.129161 0.00403073 0.213792 -2.9491
0.144359 0.145832 0.129481 0.00419968 0.20105 -3.00595
0.145008 0.146476 0.129787 0.00436995 0.187163 -3.06328
0.145664 0.147126 0.130078 0.00454151 0.172244 -3.12113
0.146326 0.147782 0.130355 0.00471427 0.156299 -3.17948
0.146994 0.148444 0.130615 0.00488817 0.139307 -3.23835
0.147669 0.149113 0.130859 0.00506314 0.121281 -3.29776
0.148349 0.149787 0.131085 0.0052392 0.102258 -3.35774
0.149035 0.150467 0.131293 0.00541635 0.0822829 -3.41834
0.149727 0.151153 0.131482 0.00559463 0.0614101 -3.47963
0.150423 0.151843 0.131651 0.0057741 0.039693 -3.54168
0.151125 0.152539 0.131799 0.00595484 0.0171826 -3.60456
0.151831 0.153239 0.131927 0.00613701 -0.00597819 -3.6684
0.152542 0.153943 0.132032 0.00632082 -0.0296654 -3.73333
0.153256 0.154651 0.132116 0.00650644 -0.0537971 -3.79949
0.153975 0.155363 0.132176 0.00669403 -0.0783255 -3.86699
0.154696 0.156078 0.132212 0.00688377 -0.103231 -3.93596
0.155421 0.156796 0.132224 0.00707582 -0.128516 -4.00652
0.156148 0.157516 0.132212 0.00727034 -0.154205 -4.0788
0.156876 0.158238 0.132174 0.00746752 -0.180338 -4.15295
0.157606 0.158961 0.132109 0.00766755 -0.206969 -4.2291
0.158337 0.159685 0.132019 0.0078706 -0.234165 -4.3074
0.159068 0.160409 0.131901 0.0080769 -0.262006 -4.38801
0.159799 0.161132 0.131755 0.00828665 -0.290582 -4.47109
0.160529 0.161854 0.131582 0.00850009 -0.319991 -4.55683
0.161257 0.162574 0.131379 0.00871747 -0.350343 -4.6454
0.161982 0.163292 0.131148 0.00893904 -0.381754 -4.737
0.162705 0.164007 0.130887 0.00916509 -0.414349 -4.83185
0.163424 0.164717 0.130596 0.0093959 -0.448263 -4.93016
0.164138 0.165423 0.130275 0.00963148 -0.484016 -5.03202
0.164848 0.166124 0.129925 0.00987188 -0.522126 -5.13751
0.165553 0.16682 0.129546 0.0101171 -0.56311 -5.24677
0.166252 0.167509 0.129138 0.0103673 -0.607481 -5.35992
0.166945 0.168193 0.128702 0.0106225 -0.655756 -5.4771
0.167631 0.168869 0.128239 0.0108829 -0.708455 -5.59846
0.168311 0.169539 0.127748 0.0111484 -0.7661 -5.72418
